User ID,Name,Age,Gender,Education Level,Current Occupation,Interests,Career Goals,Personality Type,Interest Area,Work Preference,Emotional Stability,Openness to Experience,Conscientiousness,Extraversion,Agreeableness,Logical Reasoning Score,Problem-Solving Score,Creativity Score,Memory Score,Attention to Detail Score,Recommended Career 1,Recommended Career 2,Recommended Career 3,Skill Gaps,Suggested Courses,Technical Skills,Soft Skills,Strengths,Areas for Improvement,Career ID,Career Name,Required Skills,Average Salary,Job Growth (Next 5 Years),Industry,Feedback on Recommendations,Feedback on Assessments,Overall Satisfaction,Suggestions for Improvement,Course ID,Course Name,Skills Covered,Duration,Provider,Cost,Trend ID,Trend Name,In-Demand Skills,Emerging Careers,Task ID,Task Type,Task Score,Time Taken,Task Feedback,Location,Preferred Work Environment,Learning Style,Financial Constraints,Industry Trends,Job Satisfaction,Work-Life Balance,Remote Work Preference,Company Size Preference,Salary Expectations
111,Jane Smith,27,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,Medium,Yes,Medium,80000-100000
112,David Wilson,36,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Medium,Low,Yes,Large,100000-130000
113,Alice Lee,36,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Medium,High,Yes,Small,90000-120000
114,David Wilson,20,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,Medium,Yes,Large,100000-130000
115,Sarah Johnson,50,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,Low,No,Medium,60000-80000
116,David Wilson,45,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Medium,Low,Yes,Large,100000-130000
117,Alice Lee,29,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Medium,Yes,Small,90000-120000
118,Sarah Johnson,26,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,Low,No,Medium,60000-80000
119,Alice Lee,41,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Medium,Yes,Small,90000-120000
120,John Doe,28,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Low,No,Large,100000-150000
121,Michael Brown,26,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,High,High,No,Large,90000-110000
122,Jane Smith,44,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,Medium,Yes,Medium,80000-100000
123,John Doe,24,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Medium,Yes,Large,100000-150000
124,Michael Brown,50,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,No,Large,90000-110000
125,Jane Smith,41,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,Low,No,Medium,80000-100000
126,David Wilson,48,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Low,Low,No,Large,100000-130000
127,Michael Brown,25,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,Yes,Large,90000-110000
128,Michael Brown,38,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,High,Medium,Yes,Large,90000-110000
129,David Wilson,40,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,Medium,Yes,Large,100000-130000
130,John Doe,34,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Medium,No,Large,100000-150000
131,Alice Lee,25,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Low,Medium,Yes,Small,90000-120000
132,Michael Brown,37,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,High,Medium,No,Large,90000-110000
133,Jane Smith,43,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,High,No,Medium,80000-100000
134,John Doe,21,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Low,No,Large,100000-150000
135,Jane Smith,28,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,High,Medium,Yes,Medium,80000-100000
136,Sarah Johnson,48,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,Low,Yes,Medium,60000-80000
137,Alice Lee,35,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Medium,Low,Yes,Small,90000-120000
138,Sarah Johnson,33,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,Medium,Yes,Medium,60000-80000
139,John Doe,23,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Low,High,No,Large,100000-150000
140,Alice Lee,22,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Medium,High,Yes,Small,90000-120000
141,Sarah Johnson,27,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,Low,No,Medium,60000-80000
142,Michael Brown,28,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,No,Large,90000-110000
143,Alice Lee,36,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Medium,Yes,Small,90000-120000
144,John Doe,21,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Low,No,Large,100000-150000
145,John Doe,39,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Low,Medium,No,Large,100000-150000
146,Sarah Johnson,34,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,Low,Yes,Medium,60000-80000
147,Michael Brown,37,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,Yes,Large,90000-110000
